Atomic Number	Atomic Symbol	Mass Number	Relative Atomic Mass (monoisotopic)	Relative Atomic Mass Uncertainty	Isotopic Composition	Isotopic Composition Uncertainty	Standard Atomic Weight (average mass)	Standard Weight Uncertainty	Notes
62	Sm	141	140.9184816	9.2E-06			150.36	0.02	g
62	Sm	142	141.9152044	3.6E-06			150.36	0.02	g
62	Sm	143	142.9146353	3.3E-06			150.36	0.02	g
62	Sm	144	143.9120065	2.1E-06	0.0307	0.0007	150.36	0.02	g
62	Sm	145	144.9134173	2.1E-06			150.36	0.02	g
62	Sm	146	145.913047	3.5E-06			150.36	0.02	g
62	Sm	147	146.9149044	1.9E-06	0.1499	0.0018	150.36	0.02	g
62	Sm	148	147.9148292	1.9E-06	0.1124	0.001	150.36	0.02	g
62	Sm	149	148.9171921	1.8E-06	0.1382	0.0007	150.36	0.02	g
62	Sm	150	149.9172829	1.8E-06	0.0738	0.0001	150.36	0.02	g
62	Sm	151	150.9199398	1.8E-06			150.36	0.02	g
62	Sm	152	151.9197397	1.8E-06	0.2675	0.0016	150.36	0.02	g
62	Sm	153	152.9221047	1.8E-06			150.36	0.02	g
62	Sm	154	153.9222169	2E-06	0.2275	0.0029	150.36	0.02	g
62	Sm	155	154.9246477	2E-06			150.36	0.02	g
62	Sm	156	155.925536	1E-05			150.36	0.02	g
62	Sm	157	156.9284187	4.8E-06			150.36	0.02	g
62	Sm	158	157.929951	5.3E-06			150.36	0.02	g
62	Sm	159	158.9332172	6.4E-06			150.36	0.02	g
62	Sm	160	159.9353353	6.4E-06			150.36	0.02	g
62	Sm	161	160.9391602	7.3E-06			150.36	0.02	g
62	Sm	162	161.94146	0.00021			150.36	0.02	g
62	Sm	163	162.94555	0.00032			150.36	0.02	g
62	Sm	164	163.94836	0.00032			150.36	0.02	g
62	Sm	165	164.95297	0.00043			150.36	0.02	g
63	Eu	130	129.96369	0.00054			151.964	0.001	g
63	Eu	131	130.95784	0.00043			151.964	0.001	g
63	Eu	132	131.95467	0.00043			151.964	0.001	g
63	Eu	133	132.94929	0.00032			151.964	0.001	g
63	Eu	134	133.9464	0.00032			151.964	0.001	g
63	Eu	135	134.94187	0.00021			151.964	0.001	g
63	Eu	136	135.93962	0.00021			151.964	0.001	g
63	Eu	137	136.93546	0.00021			151.964	0.001	g
63	Eu	138	137.933709	3E-05			151.964	0.001	g
63	Eu	139	138.929792	1.4E-05			151.964	0.001	g
63	Eu	140	139.928088	5.5E-05			151.964	0.001	g
63	Eu	141	140.924932	1.4E-05			151.964	0.001	g
63	Eu	142	141.923442	3.2E-05			151.964	0.001	g
63	Eu	143	142.920299	1.2E-05			151.964	0.001	g
63	Eu	144	143.91882	1.2E-05			151.964	0.001	g
63	Eu	145	144.9162726	3.6E-06			151.964	0.001	g
63	Eu	146	145.917211	6.5E-06			151.964	0.001	g
63	Eu	147	146.9167527	3.1E-06			151.964	0.001	g
63	Eu	148	147.918089	1.1E-05			151.964	0.001	g
63	Eu	149	148.9179378	4.4E-06			151.964	0.001	g
63	Eu	150	149.9197077	6.8E-06			151.964	0.001	g
63	Eu	151	150.9198578	1.8E-06	0.4781	0.0006	151.964	0.001	g
63	Eu	152	151.9217522	1.8E-06			151.964	0.001	g
63	Eu	153	152.921238	1.8E-06	0.5219	0.0006	151.964	0.001	g
63	Eu	154	153.922987	1.9E-06			151.964	0.001	g
63	Eu	155	154.9229011	1.9E-06			151.964	0.001	g
63	Eu	156	155.9247605	5.9E-06			151.964	0.001	g
63	Eu	157	156.9254334	4.6E-06			151.964	0.001	g
63	Eu	158	157.927799	1.1E-05			151.964	0.001	g
63	Eu	159	158.9291001	4.7E-06			151.964	0.001	g
63	Eu	160	159.931851	1E-05			151.964	0.001	g
63	Eu	161	160.933664	1.1E-05			151.964	0.001	g
63	Eu	162	161.936989	6.5E-05			151.964	0.001	g
63	Eu	163	162.939196	7.6E-05			151.964	0.001	g
63	Eu	164	163.94274	0.00022			151.964	0.001	g
63	Eu	165	164.94559	0.00035			151.964	0.001	g
63	Eu	166	165.94962	0.00032			151.964	0.001	g
63	Eu	167	166.95289	0.00043			151.964	0.001	g
64	Gd	133	132.96133	0.00054			157.25	0.03	g
64	Gd	134	133.95566	0.00043			157.25	0.03	g
64	Gd	135	134.95245	0.00043			157.25	0.03	g
64	Gd	136	135.9473	0.00032			157.25	0.03	g
64	Gd	137	136.94502	0.00032			157.25	0.03	g
64	Gd	138	137.94025	0.00021			157.25	0.03	g
64	Gd	139	138.93813	0.00021			157.25	0.03	g
64	Gd	140	139.933674	3E-05			157.25	0.03	g
64	Gd	141	140.932126	2.1E-05			157.25	0.03	g
64	Gd	142	141.928116	3E-05			157.25	0.03	g
64	Gd	143	142.92675	0.00022			157.25	0.03	g
64	Gd	144	143.922963	3E-05			157.25	0.03	g
64	Gd	145	144.921713	2.1E-05			157.25	0.03	g
64	Gd	146	145.9183188	4.6E-06			157.25	0.03	g
64	Gd	147	146.9191014	2.5E-06			157.25	0.03	g
64	Gd	148	147.9181215	2.1E-06			157.25	0.03	g
64	Gd	149	148.9193481	3.8E-06			157.25	0.03	g
64	Gd	150	149.9186644	6.6E-06			157.25	0.03	g
64	Gd	151	150.920356	3.5E-06			157.25	0.03	g
64	Gd	152	151.9197995	1.8E-06	0.002	0.0001	157.25	0.03	g
64	Gd	153	152.921758	1.8E-06			157.25	0.03	g
64	Gd	154	153.9208741	1.7E-06	0.0218	0.0003	157.25	0.03	g
64	Gd	155	154.9226305	1.7E-06	0.148	0.0012	157.25	0.03	g
64	Gd	156	155.9221312	1.7E-06	0.2047	0.0009	157.25	0.03	g
64	Gd	157	156.9239686	1.7E-06	0.1565	0.0002	157.25	0.03	g
64	Gd	158	157.9241123	1.7E-06	0.2484	0.0007	157.25	0.03	g
64	Gd	159	158.926397	1.7E-06			157.25	0.03	g
64	Gd	160	159.9270624	1.8E-06	0.2186	0.0019	157.25	0.03	g
64	Gd	161	160.9296775	2.1E-06			157.25	0.03	g
64	Gd	162	161.930993	4.5E-06			157.25	0.03	g
64	Gd	163	162.9341769	9E-06			157.25	0.03	g
64	Gd	164	163.93583	0.00021			157.25	0.03	g
64	Gd	165	164.93936	0.00032			157.25	0.03	g
64	Gd	166	165.94146	0.00064			157.25	0.03	g
64	Gd	167	166.94545	0.00043			157.25	0.03	g
64	Gd	168	167.94808	0.00043			157.25	0.03	g
64	Gd	169	168.9526	0.00054			157.25	0.03	g
65	Tb	135	134.96476	0.00043			158.92535	2E-05	
65	Tb	136	135.96129	0.00054			158.92535	2E-05	
65	Tb	137	136.95602	0.00054			158.92535	2E-05	
65	Tb	138	137.95312	0.00032			158.92535	2E-05	
65	Tb	139	138.94833	0.00032			158.92535	2E-05	
65	Tb	140	139.94581	0.00086			158.92535	2E-05	
65	Tb	141	140.94145	0.00011			158.92535	2E-05	
65	Tb	142	141.93928	0.00075			158.92535	2E-05	
65	Tb	143	142.935137	5.5E-05			158.92535	2E-05	
65	Tb	144	143.933045	3E-05			158.92535	2E-05	
65	Tb	145	144.92882	0.0001			158.92535	2E-05	
65	Tb	146	145.927253	4.8E-05			158.92535	2E-05	
65	Tb	147	146.9240548	8.7E-06			158.92535	2E-05	
65	Tb	148	147.924282	1.4E-05			158.92535	2E-05	
65	Tb	149	148.9232535	4.1E-06			158.92535	2E-05	
65	Tb	150	149.9236649	8E-06			158.92535	2E-05	
65	Tb	151	150.9231096	4.6E-06			158.92535	2E-05	
65	Tb	152	151.924083	4.3E-05			158.92535	2E-05	
65	Tb	153	152.9234424	4.4E-06			158.92535	2E-05	
65	Tb	154	153.924685	4.9E-05			158.92535	2E-05	
65	Tb	155	154.923511	1.1E-05			158.92535	2E-05	
65	Tb	156	155.9247552	4.3E-06			158.92535	2E-05	
65	Tb	157	156.924033	1.8E-06			158.92535	2E-05	
65	Tb	158	157.9254209	2E-06			158.92535	2E-05	
65	Tb	159	158.9253547	1.9E-06	1		158.92535	2E-05	
65	Tb	160	159.9271756	1.9E-06			158.92535	2E-05	
65	Tb	161	160.9275778	2E-06			158.92535	2E-05	
65	Tb	162	161.929495	3.9E-05			158.92535	2E-05	
65	Tb	163	162.9306547	4.7E-06			158.92535	2E-05	
65	Tb	164	163.93336	0.00011			158.92535	2E-05	
65	Tb	165	164.93498	0.00021			158.92535	2E-05	
65	Tb	166	165.93786	7.5E-05			158.92535	2E-05	
65	Tb	167	166.93996	0.00021			158.92535	2E-05	
65	Tb	168	167.9434	0.00032			158.92535	2E-05	
65	Tb	169	168.94597	0.00032			158.92535	2E-05	
65	Tb	170	169.94984	0.00043			158.92535	2E-05	
65	Tb	171	170.95273	0.00054			158.92535	2E-05	
66	Dy	138	137.9625	0.00043			162.5	0.001	g
66	Dy	139	138.95959	0.00054			162.5	0.001	g
66	Dy	140	139.95402	0.00054			162.5	0.001	g
66	Dy	141	140.95128	0.00032			162.5	0.001	g
66	Dy	142	141.94619	0.00078			162.5	0.001	g
66	Dy	143	142.943994	1.4E-05			162.5	0.001	g
66	Dy	144	143.9392695	7.7E-06			162.5	0.001	g
66	Dy	145	144.937474	7E-06			162.5	0.001	g
66	Dy	146	145.9328445	7.2E-06			162.5	0.001	g
66	Dy	147	146.9310827	9.5E-06			162.5	0.001	g
66	Dy	148	147.927157	1E-05			162.5	0.001	g
66	Dy	149	148.927322	1E-05			162.5	0.001	g
66	Dy	150	149.9255933	4.8E-06			162.5	0.001	g
66	Dy	151	150.9261916	3.8E-06			162.5	0.001	g
66	Dy	152	151.9247253	5.1E-06			162.5	0.001	g
66	Dy	153	152.9257724	4.5E-06			162.5	0.001	g
66	Dy	154	153.9244293	8E-06			162.5	0.001	g
66	Dy	155	154.925759	1E-05			162.5	0.001	g
66	Dy	156	155.9242847	1.7E-06	0.00056	3E-05	162.5	0.001	g
66	Dy	157	156.9254707	5.7E-06			162.5	0.001	g
66	Dy	158	157.9244159	3.1E-06	0.00095	3E-05	162.5	0.001	g
66	Dy	159	158.925747	2.2E-06			162.5	0.001	g
66	Dy	160	159.9252046	2E-06	0.02329	0.00018	162.5	0.001	g
66	Dy	161	160.9269405	2E-06	0.18889	0.00042	162.5	0.001	g
66	Dy	162	161.9268056	2E-06	0.25475	0.00036	162.5	0.001	g
66	Dy	163	162.9287383	2E-06	0.24896	0.00042	162.5	0.001	g
66	Dy	164	163.9291819	2E-06	0.2826	0.00054	162.5	0.001	g
66	Dy	165	164.9317105	2E-06			162.5	0.001	g
66	Dy	166	165.9328139	2.1E-06			162.5	0.001	g
66	Dy	167	166.935661	6.5E-05			162.5	0.001	g
66	Dy	168	167.93713	0.00015			162.5	0.001	g
66	Dy	169	168.94031	0.00032			162.5	0.001	g
66	Dy	170	169.94239	0.00021			162.5	0.001	g
66	Dy	171	170.94612	0.00032			162.5	0.001	g
66	Dy	172	171.94846	0.00032			162.5	0.001	g
66	Dy	173	172.95283	0.00043			162.5	0.001	g
67	Ho	140	139.96859	0.00054			164.93033	2E-05	
67	Ho	141	140.96311	0.00054			164.93033	2E-05	
67	Ho	142	141.96001	0.00054			164.93033	2E-05	
67	Ho	143	142.95486	0.00043			164.93033	2E-05	
67	Ho	144	143.9521097	9.1E-06			164.93033	2E-05	
67	Ho	145	144.9472674	8E-06			164.93033	2E-05	
67	Ho	146	145.9449935	7.1E-06			164.93033	2E-05	
67	Ho	147	146.9401423	5.4E-06			164.93033	2E-05	
67	Ho	148	147.937744	9E-05			164.93033	2E-05	
67	Ho	149	148.933803	1.6E-05			164.93033	2E-05	
67	Ho	150	149.933498	1.5E-05			164.93033	2E-05	
67	Ho	151	150.9316983	8.9E-06			164.93033	2E-05	
67	Ho	152	151.931724	1.4E-05			164.93033	2E-05	
67	Ho	153	152.9302064	5.6E-06			164.93033	2E-05	
67	Ho	154	153.9306068	8.9E-06			164.93033	2E-05	
67	Ho	155	154.929104	1.9E-05			164.93033	2E-05	
67	Ho	156	155.929706	6.4E-05			164.93033	2E-05	
67	Ho	157	156.928254	2.5E-05			164.93033	2E-05	
67	Ho	158	157.928946	2.9E-05			164.93033	2E-05	
67	Ho	159	158.9277197	3.6E-06			164.93033	2E-05	
67	Ho	160	159.928737	1.6E-05			164.93033	2E-05	
67	Ho	161	160.9278615	3E-06			164.93033	2E-05	
67	Ho	162	161.9291023	3.9E-06			164.93033	2E-05	
67	Ho	163	162.928741	2E-06			164.93033	2E-05	
67	Ho	164	163.9302403	2.5E-06			164.93033	2E-05	
67	Ho	165	164.9303288	2.1E-06	1		164.93033	2E-05	
67	Ho	166	165.9322909	2.1E-06			164.93033	2E-05	
67	Ho	167	166.9331385	5.9E-06			164.93033	2E-05	
67	Ho	168	167.935522	3.2E-05			164.93033	2E-05	
67	Ho	169	168.936878	2.2E-05			164.93033	2E-05	
67	Ho	170	169.939625	5.4E-05			164.93033	2E-05	
67	Ho	171	170.94147	0.00064			164.93033	2E-05	
67	Ho	172	171.94473	0.00021			164.93033	2E-05	
67	Ho	173	172.94702	0.00032			164.93033	2E-05	
67	Ho	174	173.95095	0.00032			164.93033	2E-05	
67	Ho	175	174.95362	0.00043			164.93033	2E-05	
68	Er	142	141.9701	0.00054			167.259	0.003	g
68	Er	143	142.96662	0.00043			167.259	0.003	g
68	Er	144	143.9607	0.00021			167.259	0.003	g
68	Er	145	144.95805	0.00021			167.259	0.003	g
68	Er	146	145.9524184	7.2E-06			167.259	0.003	g
68	Er	147	146.949964	4.1E-05			167.259	0.003	g
68	Er	148	147.944735	1.1E-05			167.259	0.003	g
68	Er	149	148.942306	3E-05			167.259	0.003	g
68	Er	150	149.937916	1.8E-05			167.259	0.003	g
68	Er	151	150.937449	1.8E-05			167.259	0.003	g
68	Er	152	151.935057	1E-05			167.259	0.003	g
68	Er	153	152.93508	1E-05			167.259	0.003	g
68	Er	154	153.9327908	5.5E-06			167.259	0.003	g
68	Er	155	154.9332159	6.7E-06			167.259	0.003	g
68	Er	156	155.931067	2.6E-05			167.259	0.003	g
68	Er	157	156.931949	2.7E-05			167.259	0.003	g
68	Er	158	157.929893	2.7E-05			167.259	0.003	g
68	Er	159	158.9306918	4.2E-06			167.259	0.003	g
68	Er	160	159.929077	2.6E-05			167.259	0.003	g
68	Er	161	160.9300046	9.6E-06			167.259	0.003	g
68	Er	162	161.9287884	2E-06	0.00139	5E-05	167.259	0.003	g
68	Er	163	162.9300408	5.3E-06			167.259	0.003	g
68	Er	164	163.9292088	2E-06	0.01601	3E-05	167.259	0.003	g
68	Er	165	164.9307345	2.1E-06			167.259	0.003	g
68	Er	166	165.9302995	2.2E-06	0.33503	0.00036	167.259	0.003	g
68	Er	167	166.9320546	2.2E-06	0.22869	9E-05	167.259	0.003	g
68	Er	168	167.9323767	2.2E-06	0.26978	0.00018	167.259	0.003	g
68	Er	169	168.9345968	2.2E-06			167.259	0.003	g
68	Er	170	169.9354702	2.6E-06	0.1491	0.00036	167.259	0.003	g
68	Er	171	170.9380357	2.6E-06			167.259	0.003	g
68	Er	172	171.9393619	4.7E-06			167.259	0.003	g
68	Er	173	172.9424	0.00021			167.259	0.003	g
68	Er	174	173.94423	0.00032			167.259	0.003	g
68	Er	175	174.94777	0.00043			167.259	0.003	g
68	Er	176	175.94994	0.00043			167.259	0.003	g
68	Er	177	176.95399	0.00054			167.259	0.003	g
69	Tm	144	143.97628	0.00043			168.93422	2E-05	
69	Tm	145	144.97039	0.00021			168.93422	2E-05	
69	Tm	146	145.96684	0.00021			168.93422	2E-05	
69	Tm	147	146.9613799	7.3E-06			168.93422	2E-05	
69	Tm	148	147.958384	1.1E-05			168.93422	2E-05	
69	Tm	149	148.95289	0.00032			168.93422	2E-05	
69	Tm	150	149.95009	0.00021			168.93422	2E-05	
69	Tm	151	150.945488	2.1E-05			168.93422	2E-05	
69	Tm	152	151.944422	7.9E-05			168.93422	2E-05	
69	Tm	153	152.94204	1.6E-05			168.93422	2E-05	
69	Tm	154	153.94157	1.5E-05			168.93422	2E-05	
69	Tm	155	154.93921	1.1E-05			168.93422	2E-05	
69	Tm	156	155.938992	1.6E-05			168.93422	2E-05	
69	Tm	157	156.936944	2.8E-05			168.93422	2E-05	
69	Tm	158	157.93698	2.7E-05			168.93422	2E-05	
69	Tm	159	158.934975	3E-05			168.93422	2E-05	
69	Tm	160	159.935263	3.7E-05			168.93422	2E-05	
69	Tm	161	160.933549	3E-05			168.93422	2E-05	
69	Tm	162	161.934002	2.8E-05			168.93422	2E-05	
69	Tm	163	162.9326592	6.2E-06			168.93422	2E-05	
69	Tm	164	163.933544	2.6E-05			168.93422	2E-05	
69	Tm	165	164.9324431	2.6E-06			168.93422	2E-05	
69	Tm	166	165.933561	1.3E-05			168.93422	2E-05	
69	Tm	167	166.9328562	2.5E-06			168.93422	2E-05	
69	Tm	168	167.9341774	2.7E-06			168.93422	2E-05	
69	Tm	169	168.9342179	2.2E-06	1		168.93422	2E-05	
69	Tm	170	169.935806	2.2E-06			168.93422	2E-05	
69	Tm	171	170.9364339	2.4E-06			168.93422	2E-05	
69	Tm	172	171.9384055	6.2E-06			168.93422	2E-05	
69	Tm	173	172.9396084	5.3E-06			168.93422	2E-05	
69	Tm	174	173.942173	4.8E-05			168.93422	2E-05	
69	Tm	175	174.943841	5.4E-05			168.93422	2E-05	
69	Tm	176	175.947	0.00011			168.93422	2E-05	
69	Tm	177	176.94904	0.00032			168.93422	2E-05	
69	Tm	178	177.95264	0.00043			168.93422	2E-05	
69	Tm	179	178.95534	0.00054			168.93422	2E-05	
70	Yb	148	147.96758	0.00064			173.054	0.005	g
70	Yb	149	148.96436	0.00054			173.054	0.005	g
70	Yb	150	149.95852	0.00043			173.054	0.005	g
70	Yb	151	150.9554	0.00032			173.054	0.005	g
70	Yb	152	151.95027	0.00017			173.054	0.005	g
70	Yb	153	152.94932	0.00021			173.054	0.005	g
70	Yb	154	153.946396	1.9E-05			173.054	0.005	g
70	Yb	155	154.945783	1.8E-05			173.054	0.005	g
70	Yb	156	155.942825	1.1E-05			173.054	0.005	g
70	Yb	157	156.942645	1.2E-05			173.054	0.005	g
70	Yb	158	157.9398705	8.6E-06			173.054	0.005	g
70	Yb	159	158.940055	1.9E-05			173.054	0.005	g
70	Yb	160	159.937557	1.7E-05			173.054	0.005	g
70	Yb	161	160.937907	1.7E-05			173.054	0.005	g
70	Yb	162	161.935774	1.7E-05			173.054	0.005	g
70	Yb	163	162.93634	1.7E-05			173.054	0.005	g
70	Yb	164	163.934495	1.7E-05			173.054	0.005	g
70	Yb	165	164.93527	2.8E-05			173.054	0.005	g
70	Yb	166	165.9338747	7.8E-06			173.054	0.005	g
70	Yb	167	166.934953	4.7E-06			173.054	0.005	g
70	Yb	168	167.9338896	2.2E-06	0.00123	3E-05	173.054	0.005	g
70	Yb	169	168.9351825	2.2E-06			173.054	0.005	g
70	Yb	170	169.9347664	2.2E-06	0.02982	0.00039	173.054	0.005	g
70	Yb	171	170.9363302	2.2E-06	0.1409	0.0014	173.054	0.005	g
70	Yb	172	171.9363859	2.2E-06	0.2168	0.0013	173.054	0.005	g
70	Yb	173	172.9382151	2.2E-06	0.16103	0.00063	173.054	0.005	g
70	Yb	174	173.9388664	2.2E-06	0.32026	0.0008	173.054	0.005	g
70	Yb	175	174.9412808	2.2E-06			173.054	0.005	g
70	Yb	176	175.9425764	2.4E-06	0.12996	0.00083	173.054	0.005	g
70	Yb	177	176.9452656	2.4E-06			173.054	0.005	g
70	Yb	178	177.946651	1.1E-05			173.054	0.005	g
70	Yb	179	178.95004	0.00021			173.054	0.005	g
70	Yb	180	179.95212	0.00032			173.054	0.005	g
70	Yb	181	180.95589	0.00032			173.054	0.005	g
71	Lu	150	149.97355	0.00054			174.9668	0.0001	g
71	Lu	151	150.96768	0.00043			174.9668	0.0001	g
71	Lu	152	151.96412	0.00021			174.9668	0.0001	g
71	Lu	153	152.95875	0.00017			174.9668	0.0001	g
71	Lu	154	153.95736	0.00022			174.9668	0.0001	g
71	Lu	155	154.954321	2.1E-05			174.9668	0.0001	g
71	Lu	156	155.953033	7.9E-05			174.9668	0.0001	g
71	Lu	157	156.950127	1.6E-05			174.9668	0.0001	g
71	Lu	158	157.949316	1.6E-05			174.9668	0.0001	g
71	Lu	159	158.946636	4E-05			174.9668	0.0001	g
71	Lu	160	159.946033	6.1E-05			174.9668	0.0001	g
71	Lu	161	160.943572	3E-05			174.9668	0.0001	g
71	Lu	162	161.943283	8.1E-05			174.9668	0.0001	g
71	Lu	163	162.941179	3E-05			174.9668	0.0001	g
71	Lu	164	163.941339	3E-05			174.9668	0.0001	g
71	Lu	165	164.939407	2.8E-05			174.9668	0.0001	g
71	Lu	166	165.939859	3.2E-05			174.9668	0.0001	g
71	Lu	167	166.93827	3.4E-05			174.9668	0.0001	g
71	Lu	168	167.938736	4.2E-05			174.9668	0.0001	g
71	Lu	169	168.9376441	3.9E-06			174.9668	0.0001	g
71	Lu	170	169.938478	1.8E-05			174.9668	0.0001	g
71	Lu	171	170.937917	2.7E-06			174.9668	0.0001	g
71	Lu	172	171.9390891	3E-06			174.9668	0.0001	g
71	Lu	173	172.938934	2.3E-06			174.9668	0.0001	g
71	Lu	174	173.9403409	2.3E-06			174.9668	0.0001	g
71	Lu	175	174.9407752	2E-06	0.97401	0.00013	174.9668	0.0001	g
71	Lu	176	175.9426897	2E-06	0.02599	0.00013	174.9668	0.0001	g
71	Lu	177	176.9437615	2E-06			174.9668	0.0001	g
71	Lu	178	177.945958	2.9E-06			174.9668	0.0001	g
71	Lu	179	178.9473309	5.7E-06			174.9668	0.0001	g
71	Lu	180	179.949888	7.6E-05			174.9668	0.0001	g
71	Lu	181	180.95191	0.00017			174.9668	0.0001	g
71	Lu	182	181.95504	0.00021			174.9668	0.0001	g
71	Lu	183	182.957363	9.8E-05			174.9668	0.0001	g
71	Lu	184	183.96091	0.00032			174.9668	0.0001	g
71	Lu	185	184.96362	0.00032			174.9668	0.0001	g
72	Hf	153	152.97069	0.00054			178.49	0.02	
72	Hf	154	153.96486	0.00054			178.49	0.02	
72	Hf	155	154.96311	0.00032			178.49	0.02	
72	Hf	156	155.95935	0.00017			178.49	0.02	
72	Hf	157	156.95824	0.00021			178.49	0.02	
72	Hf	158	157.954801	1.9E-05			178.49	0.02	
72	Hf	159	158.953996	1.8E-05			178.49	0.02	
72	Hf	160	159.950691	1.1E-05			178.49	0.02	
72	Hf	161	160.950278	2.4E-05			178.49	0.02	
72	Hf	162	161.9472148	9.7E-06			178.49	0.02	
72	Hf	163	162.947113	2.7E-05			178.49	0.02	
72	Hf	164	163.944371	1.7E-05			178.49	0.02	
72	Hf	165	164.944567	3E-05			178.49	0.02	
72	Hf	166	165.94218	3E-05			178.49	0.02	
72	Hf	167	166.9426	3E-05			178.49	0.02	
72	Hf	168	167.940568	3E-05			178.49	0.02	
72	Hf	169	168.941259	3E-05			178.49	0.02	
72	Hf	170	169.939609	3E-05			178.49	0.02	
72	Hf	171	170.940492	3.1E-05			178.49	0.02	
72	Hf	172	171.93945	2.6E-05			178.49	0.02	
72	Hf	173	172.940513	3E-05			178.49	0.02	
72	Hf	174	173.9400461	2.8E-06	0.0016	0.0001	178.49	0.02	
72	Hf	175	174.9415092	2.9E-06			178.49	0.02	
72	Hf	176	175.9414076	2.2E-06	0.0526	0.0007	178.49	0.02	
72	Hf	177	176.9432277	2E-06	0.186	0.0009	178.49	0.02	
72	Hf	178	177.9437058	2E-06	0.2728	0.0007	178.49	0.02	
72	Hf	179	178.9458232	2E-06	0.1362	0.0002	178.49	0.02	
72	Hf	180	179.946557	2E-06	0.3508	0.0016	178.49	0.02	
72	Hf	181	180.9491083	2E-06			178.49	0.02	
72	Hf	182	181.9505612	6.8E-06			178.49	0.02	
72	Hf	183	182.95353	3.2E-05			178.49	0.02	
72	Hf	184	183.955446	4.3E-05			178.49	0.02	
72	Hf	185	184.958862	9.8E-05			178.49	0.02	
72	Hf	186	185.960897	5.9E-05			178.49	0.02	
72	Hf	187	186.96477	0.00032			178.49	0.02	
72	Hf	188	187.96685	0.00032			178.49	0.02	
72	Hf	189	188.97084	0.00032			178.49	0.02	
73	Ta	155	154.97424	0.00054			180.94788	2E-05	
73	Ta	156	155.97203	0.00032			180.94788	2E-05	
73	Ta	157	156.96818	0.00017			180.94788	2E-05	
73	Ta	158	157.96654	0.00022			180.94788	2E-05	
73	Ta	159	158.963023	2.1E-05			180.94788	2E-05	
73	Ta	160	159.961488	7.9E-05			180.94788	2E-05	
73	Ta	161	160.958452	2.7E-05			180.94788	2E-05	
73	Ta	162	161.957294	5.6E-05			180.94788	2E-05	
73	Ta	163	162.954337	4.1E-05			180.94788	2E-05	
73	Ta	164	163.953534	3E-05			180.94788	2E-05	
73	Ta	165	164.950781	1.5E-05			180.94788	2E-05	
73	Ta	166	165.950512	3E-05			180.94788	2E-05	
73	Ta	167	166.948093	3E-05			180.94788	2E-05	
73	Ta	168	167.948047	3E-05			180.94788	2E-05	
73	Ta	169	168.946011	3E-05			180.94788	2E-05	
73	Ta	170	169.946175	3E-05			180.94788	2E-05	
73	Ta	171	170.944476	3E-05			180.94788	2E-05	
73	Ta	172	171.944895	3E-05			180.94788	2E-05	
73	Ta	173	172.94375	3E-05			180.94788	2E-05	
73	Ta	174	173.944454	3E-05			180.94788	2E-05	
73	Ta	175	174.943737	3E-05			180.94788	2E-05	
73	Ta	176	175.944857	3.3E-05			180.94788	2E-05	
73	Ta	177	176.9444795	3.8E-06			180.94788	2E-05	
73	Ta	178	177.945678	5.6E-05			180.94788	2E-05	
73	Ta	179	178.9459366	2.1E-06			180.94788	2E-05	
73	Ta	180	179.9474648	2.4E-06	0.0001201	3.2E-06	180.94788	2E-05	
73	Ta	181	180.9479958	2E-06	0.9998799	3.2E-06	180.94788	2E-05	
73	Ta	182	181.9501519	2E-06			180.94788	2E-05	
73	Ta	183	182.9513726	2E-06			180.94788	2E-05	
73	Ta	184	183.954008	2.8E-05			180.94788	2E-05	
73	Ta	185	184.955559	1.5E-05			180.94788	2E-05	
73	Ta	186	185.958551	6.4E-05			180.94788	2E-05	
73	Ta	187	186.960386	7.1E-05			180.94788	2E-05	
73	Ta	188	187.963916	7.1E-05			180.94788	2E-05	
73	Ta	189	188.96583	0.00032			180.94788	2E-05	
73	Ta	190	189.96939	0.00021			180.94788	2E-05	
73	Ta	191	190.97156	0.00032			180.94788	2E-05	
73	Ta	192	191.97514	0.00043			180.94788	2E-05	
74	W	157	156.97884	0.00043			183.84	0.01	
74	W	158	157.97456	0.00054			183.84	0.01	
74	W	159	158.97264	0.00032			183.84	0.01	
74	W	160	159.96846	0.00017			183.84	0.01	
74	W	161	160.9672	0.00021			183.84	0.01	
74	W	162	161.963499	1.9E-05			183.84	0.01	
74	W	163	162.962524	5.7E-05			183.84	0.01	
74	W	164	163.958961	1.1E-05			183.84	0.01	
74	W	165	164.958281	2.7E-05			183.84	0.01	
74	W	166	165.955031	1E-05			183.84	0.01	
74	W	167	166.954805	2E-05			183.84	0.01	
74	W	168	167.951806	1.4E-05			183.84	0.01	
74	W	169	168.951779	1.7E-05			183.84	0.01	
74	W	170	169.949232	1.4E-05			183.84	0.01	
74	W	171	170.949451	3E-05			183.84	0.01	
74	W	172	171.947292	3E-05			183.84	0.01	
74	W	173	172.947689	3E-05			183.84	0.01	
74	W	174	173.946079	3E-05			183.84	0.01	
74	W	175	174.946717	3E-05			183.84	0.01	
74	W	176	175.945634	3E-05			183.84	0.01	
74	W	177	176.946643	3E-05			183.84	0.01	
74	W	178	177.945883	1.6E-05			183.84	0.01	
74	W	179	178.947077	1.6E-05			183.84	0.01	
74	W	180	179.9467108	2E-06	0.0012	0.0001	183.84	0.01	
74	W	181	180.9481978	5.1E-06			183.84	0.01	
74	W	182	181.94820394	9.1E-07	0.265	0.0016	183.84	0.01	
